bankable acteur,moyenne,cluster
Pierre Richard,1233933.0,0
Denzel Washington,568910.0,1
Colin Farrell,647831.0,1
Vincent Elbaz,647227.0,1
Marina Foïs,775638.0,1
John Cusack,489897.0,1
Chris Evans,1737423.0,2
Gérard Depardieu,1310040.0,0
Vincent Perez,581082.0,1
Rosamund Pike,578277.0,1
Josh Hartnett,756547.0,1
Samy Nacéri,1460289.0,0
François Berléand,718144.0,1
Elsa Zylberstein,352459.0,1
Christian Clavier,1940185.0,2
Agnès Jaoui,665349.0,1
Matt Damon,1033919.0,0
Salma Hayek,414951.0,1
Holly Hunter,504425.0,1
Jérémy Renier,391891.0,1
Oliver Gourmet,462258.0,1
Pio Marmaï,488178.0,1
Kristin Scott Thomas,744904.0,1
Angelina Jolie,970947.0,0
Monica Bellucci,1182197.0,0
Ryan Phillippe,326153.0,1
Susan Sarandon,309901.0,1
Steve Buscemi,379073.0,1
James Franco,813821.0,1
James Franco,813821.0,1
Val Kilmer,763045.0,1
Marina Foïs,775638.0,1
Yvan Attal,495954.0,1
Charlotte Gainsbourg,601736.0,1
Sabine Azéma,829894.0,1
Josiane Balasko,955503.0,0
Bruce Willis,1133115.0,0
Catherine Zeta Jones,977380.0,0
Vince Vaughn,524166.0,1
Penelope Cruz,555782.0,1
Charlize Theron,654280.0,1
Casey Affleck,933787.0,0
Rooney Mara,449892.0,1
Rami Malek,1708499.0,2
Kristen Stewart,1013591.0,0
Alain Chabat,1587428.0,2
Lorant Deutsch,583503.0,1
Laurent Lafitte,1030443.0,0
Géraldine Nakache,773623.0,1
Elie Semoun,1189006.0,0
Eric Bana,519486.0,1
Forest Whitaker,681539.0,1
Antonio Banderas,650155.0,1
Liam Neeson,806132.0,1
Edouard Baer,765735.0,1
Elle Fanning,617697.0,1
André Bourvil,3728685.0,2
Louis De Funès,2631867.0,2
Monica Bellucci,1182197.0,0
Robert De Niro,704796.0,1
Valérie Lemercier,1499262.0,0
Paul Dano,597291.0,1
Karim Leklou,261790.0,1
Melvil Poupaud,388416.0,1
Sergi Lopez,262656.0,1
Annie Girardot,1269024.0,0
Mélanie Laurent,737378.0,1
Adam Driver,1402233.0,0
Géraldine Nakache,773623.0,1
Emmanuelle Devos,250375.0,1
Jeff Goldblum,984799.0,0
John Malkovich,552689.0,1
Melvil Poupaud,388416.0,1
Vincent Perez,581082.0,1
Elsa Zylberstein,352459.0,1
Michel Piccoli,954409.0,0
Nicole Kidman,659808.0,1
Julia Roberts,1115041.0,0
Salma Hayek,414951.0,1
Jean-Hugues Anglade,647571.0,1
Mélanie Thierry,433945.0,1
Jesse Eisenberg,792849.0,1
Karim Leklou,261790.0,1
Sandrine Bonnaire,474840.0,1
Alban Ivanov,748878.0,1
Gérard Jugnot,1106164.0,0
Cécile De France,644071.0,1
Jacques Gamblin,531381.0,1
Denis Podalydès,489932.0,1
Jeremy Irons,727417.0,1
Luke Evans,1513360.0,0
Ryan Phillippe,326153.0,1
Matthias Schoenaerts,257126.0,1
Holly Hunter,504425.0,1
Al Pacino,598263.0,1
Reda Kateb,402472.0,1
Minnie Driver,429424.0,1
Carrie-Anne Moss,1261796.0,0
Vincent Macaigne,200313.0,1
Andy Garcia,632133.0,1
Vincent Macaigne,200313.0,1
François Berléand,718144.0,1
Steve Buscemi,379073.0,1
Joseph Gordon-Levitt,835723.0,1
Bryce Dallas Howard,1928550.0,2
Seth Rogen,231913.0,1
Richard Anconina,1803165.0,2
Matt Dillon,446956.0,1
Simon Pegg,842401.0,1
Nicole Garcia,625202.0,1
Isabelle Adjani,848811.0,0
Franck Gastambide,955729.0,0
Colin Firth,729197.0,1
Benoît Poelvoorde,839930.0,1
Yolande Moreau,869413.0,0
Jacques Gamblin,531381.0,1
Audrey Tautou,1284086.0,0
Emmanuelle Seigner,729917.0,1
John Malkovich,552689.0,1
Amy Adams,756591.0,1
Colin Farrell,647831.0,1
Gérard Depardieu,1310040.0,0
Sylvie Testud,453379.0,1
Danny Glover,930218.0,0
Adèle Exarchopoulos,638867.0,1
Reda Kateb,402472.0,1
Jean Reno,1397999.0,0
Denis Podalydès,489932.0,1
Mathieu Amalric,468160.0,1
Oliver Gourmet,462258.0,1
Jérémy Renier,391891.0,1
Catherine Deneuve,804295.0,1
Camille Cottin,372997.0,1
François Damiens,909456.0,0
Benoît Poelvoorde,839930.0,1
Niels Arestrup,559184.0,1
Emily Blunt,648342.0,1
Michel Galabru,1773396.0,2
Angelina Jolie,970947.0,0
Brad Pitt,1326866.0,0
Niels Arestrup,559184.0,1
Mélanie Laurent,737378.0,1
Clovis Cornillac,812260.0,1
Jeff Bridges,405986.0,1
Fanny Ardant,536818.0,1
Gary Oldman,1667628.0,2
Ron Perlman,911315.0,0
Elodie Bouchez,480544.0,1
Gérard Depardieu,1310040.0,0
Romain Duris,659140.0,1
Romain Duris,659140.0,1
Mathieu Amalric,468160.0,1
Nathalie Baye,738247.0,1
Will Ferrell,441872.0,1
Gwyneth Paltrow,1178753.0,0
Mark Ruffalo,1113523.0,0
Mike Myers,849060.0,0
Alexandra Lamy,740247.0,1
Yolande Moreau,869413.0,0
Steve Buscemi,379073.0,1
Louise Bourgoin,501330.0,1
Jesse Eisenberg,792849.0,1
Christina Ricci,431949.0,1
Mads Mikkelsen,1076825.0,0
Catherine Deneuve,804295.0,1
Charles Berling,324520.0,1
Steve Buscemi,379073.0,1
Ryan Phillippe,326153.0,1
Heather Graham,526155.0,1
Denise Richards,1071110.0,0
Helen Hunt,770377.0,1
William H. Macy,348926.0,1
Melvil Poupaud,388416.0,1
Pio Marmaï,488178.0,1
Noomi Rapace,691108.0,1
Bernard Campan,965339.0,0
John Cusack,489897.0,1
Bérénice Bejo,439699.0,1
Diane Lane,580745.0,1
Liam Neeson,806132.0,1
Oliver Gourmet,462258.0,1
Tahar Rahim,520372.0,1
Mathieu Amalric,468160.0,1
Ed Harris,756989.0,1
Jennifer Connelly,731433.0,1
Val Kilmer,763045.0,1
Juliette Binoche,451561.0,1
Channing Tatum,602867.0,1
Colin Firth,729197.0,1
Emily Watson,322618.0,1
Béatrice Dalle,177059.0,1
Melissa McCarthy,636423.0,1
Keira Knightley,1170296.0,0
Léa Drucker,370308.0,1
François Berléand,718144.0,1
Isabelle Huppert,444111.0,1
Scarlett Johansson,1254402.0,0
Robert Downey Jr,1143031.0,0
Dustin Hoffman,1081478.0,0
Joseph Gordon-Levitt,835723.0,1
Elisabeth Shue,585565.0,1
Oliver Gourmet,462258.0,1
François Damiens,909456.0,0
Eva Green,1335768.0,0
Ewan McGregor,841258.0,1
Bernard Giraudeau,1142120.0,0
Audrey Tautou,1284086.0,0
Rosamund Pike,578277.0,1
John Cusack,489897.0,1
Luke Evans,1513360.0,0
Brendan Gleeson,1178490.0,0
Juliette Binoche,451561.0,1
Richard Gere,541835.0,1
Ron Perlman,911315.0,0
Emily Watson,322618.0,1
Charlie Sheen,693558.0,1
Patricia Arquette,189545.0,1
Bill Murray,647588.0,1
Charles Berling,324520.0,1
Billy Bob Thornton,402003.0,1
Ben Stiller,639733.0,1
Andy Garcia,632133.0,1
Noomi Rapace,691108.0,1
Jesse Eisenberg,792849.0,1
Benoît Poelvoorde,839930.0,1
Nicole Garcia,625202.0,1
Léa Seydoux,875598.0,0
Léa Seydoux,875598.0,0
Matt Dillon,446956.0,1
Nick Nolte,368545.0,1
Benoît Magimel,593227.0,1
Sophie Marceau,1103195.0,0
Sarah Michelle Gellar,958118.0,0
Mathieu Amalric,468160.0,1
Jessica Chastain,687033.0,1
Colin Farrell,647831.0,1
Vincent Macaigne,200313.0,1
John Malkovich,552689.0,1
Benoît Magimel,593227.0,1
Dennis Quaid,349308.0,1
Benoît Magimel,593227.0,1
Vincent Macaigne,200313.0,1
Vincent Lacoste,603666.0,1
Elsa Zylberstein,352459.0,1
Gilles Lellouche,898194.0,0
Kad Merad,1302807.0,0
Béatrice Dalle,177059.0,1
Charlotte Gainsbourg,601736.0,1
Bill Pullman,496256.0,1
Mathieu Amalric,468160.0,1
Béatrice Dalle,177059.0,1
Simon Pegg,842401.0,1
Sean Connery,1628324.0,2
Christian Slater,531912.0,1
Ron Perlman,911315.0,0
Edouard Baer,765735.0,1
Harvey Keitel,415409.0,1
Jude Law,746466.0,1
Liev Schreiber,599554.0,1
Forest Whitaker,681539.0,1
Jacques Dutronc,642514.0,1
Emily Watson,322618.0,1
Rachel Weisz,500260.0,1
Ian McKellen,1843143.0,2
Vincent Perez,581082.0,1
Penelope Cruz,555782.0,1
Nathalie Baye,738247.0,1
Vincent Cassel,940708.0,0
Cécile De France,644071.0,1
Daniel Auteuil,1006810.0,0
Monica Bellucci,1182197.0,0
Minnie Driver,429424.0,1
Denis Podalydès,489932.0,1
Elle Fanning,617697.0,1
Nicole Kidman,659808.0,1
Leslie Nielsen,683590.0,1
Elodie Bouchez,480544.0,1
Reda Kateb,402472.0,1
Maggie Gyllenhaal,446486.0,1
François Damiens,909456.0,0
Guillaume Canet,868224.0,0
Laure Calamy,374240.0,1
Jeff Daniels,664310.0,1
Joseph Gordon-Levitt,835723.0,1
Alexandra Lamy,740247.0,1
Daniel Day-Lewis,742217.0,1
Paul Dano,597291.0,1
Emmanuelle Béart,665732.0,1
Jacques Gamblin,531381.0,1
Uma Thurman,529455.0,1
Sandra Bullock,612196.0,1
Liam Neeson,806132.0,1
Clovis Cornillac,812260.0,1
Denis Podalydès,489932.0,1
Gael Garcia Bernal,195117.0,1
Josh Hartnett,756547.0,1
Léa Drucker,370308.0,1
Gilles Lellouche,898194.0,0
Jacques Gamblin,531381.0,1
Paul Giamatti,537639.0,1
Rosamund Pike,578277.0,1
Minnie Driver,429424.0,1
Dustin Hoffman,1081478.0,0
Annette Bening,548003.0,1
Ed Harris,756989.0,1
Robin Williams,949237.0,0
Viggo Mortensen,860544.0,0
Charles Berling,324520.0,1
Valérie Bonneton,839651.0,1
Colin Firth,729197.0,1
Carole Bouquet,569013.0,1
Albert Dupontel,692283.0,1
André Dussollier,799227.0,1
François Berléand,718144.0,1
Philippe Noiret,917390.0,0
Marion Cotillard,1384256.0,0
Laurent Lafitte,1030443.0,0
Camille Cottin,372997.0,1
Lambert Wilson,844391.0,0
Camille Cottin,372997.0,1
Emmanuelle Béart,665732.0,1
Jennifer Lopez,317439.0,1
Liv Tyler,1353528.0,0
Matt Damon,1033919.0,0
Jean-Baptiste Lucien,348143.0,1
Frances McDormand,427092.0,1
Daniel Craig,1176613.0,0
Tom Hardy,1110186.0,0
Isabelle Huppert,444111.0,1
Mathieu Amalric,468160.0,1
Ethan Hawke,600844.0,1
Gwyneth Paltrow,1178753.0,0
Pierce Brosnan,942816.0,0
Pierce Brosnan,942816.0,0
Gwyneth Paltrow,1178753.0,0
Viggo Mortensen,860544.0,0
Charlotte Rampling,592872.0,1
Josh Hartnett,756547.0,1
Gabriel Byrne,472596.0,1
Richard Berry,667689.0,1
Elie Semoun,1189006.0,0
Adèle Exarchopoulos,638867.0,1
Philip Seymour Hoffman,633872.0,1
Christopher Walken,506535.0,1
Sophie Marceau,1103195.0,0
Leïla Bekhti,630885.0,1
Samy Nacéri,1460289.0,0
André Dussollier,799227.0,1
Marion Cotillard,1384256.0,0
Keira Knightley,1170296.0,0
Victoria Abril,808710.0,1
Benoît Magimel,593227.0,1
Sandrine Bonnaire,474840.0,1
Pierre Richard,1233933.0,0
Sylvie Testud,453379.0,1
Antonio Banderas,650155.0,1
Emma Thompson,990910.0,0
Philip Seymour Hoffman,633872.0,1
Richard Dreyfuss,460295.0,1
Ryan Gosling,843454.0,1
Kevin Costner,1006499.0,0
Diane Lane,580745.0,1
Monica Bellucci,1182197.0,0
Vincent Macaigne,200313.0,1
Ethan Hawke,600844.0,1
Brendan Gleeson,1178490.0,0
Angela Basset,945005.0,0
Paul Giamatti,537639.0,1
Gael Garcia Bernal,195117.0,1
Sandrine Kiberlain,633654.0,1
Karim Leklou,261790.0,1
Pierce Brosnan,942816.0,0
Jérémy Renier,391891.0,1
Harvey Keitel,415409.0,1
Andie MacDowell,591118.0,1
Emilie Dequenne,399313.0,1
Roschdy Zem,464103.0,1
Oliver Gourmet,462258.0,1
Sigourney Weaver,1349798.0,0
Famke Janssen,1127067.0,0
Isabelle Huppert,444111.0,1
Harvey Keitel,415409.0,1
Mads Mikkelsen,1076825.0,0
Cuba Gooding Jr.,624628.0,1
Mélanie Thierry,433945.0,1
Samuel L. Jackson,1248160.0,0
Justin Timberlake,497985.0,1
Christina Ricci,431949.0,1
Paul Rudd,912182.0,0
Frédéric Diefenthal,1476968.0,0
Jean-Baptiste Lucien,348143.0,1
Thierry Lhermitte,983587.0,0
François Damiens,909456.0,0
Sergi Lopez,262656.0,1
Nicolas Cage,608203.0,1
Isabelle Huppert,444111.0,1
Bill Pullman,496256.0,1
Charlotte Rampling,592872.0,1
Vincent Cassel,940708.0,0
Kevin James,392248.0,1
Emily Watson,322618.0,1
Jonah Hill,519499.0,1
John C. Reilly,471670.0,1
Emmanuelle Béart,665732.0,1
Juliette Binoche,451561.0,1
Sergi Lopez,262656.0,1
Heath Ledger,695948.0,1
Karim Leklou,261790.0,1
Salma Hayek,414951.0,1
Liam Neeson,806132.0,1
Toni Collette,623989.0,1
Rose Byrne,874493.0,0
James Franco,813821.0,1
Geoffrey Rush,1255056.0,0
Clémence Poésy,1584167.0,2
Sylvie Testud,453379.0,1
Mathilde Seigner,761914.0,1
Sergi Lopez,262656.0,1
Kevin Costner,1006499.0,0
John C. Reilly,471670.0,1
Josh Brolin,980209.0,0
Penelope Cruz,555782.0,1
John Cusack,489897.0,1
Scarlett Johansson,1254402.0,0
Diane Keaton,583909.0,1
Sean Penn,327128.0,1
Chris Rock,492374.0,1
Mira Sorvino,202226.0,1
Naomi Watts,473915.0,1
Owen Wilson,683014.0,1
Daniel Auteuil,1006810.0,0
Lambert Wilson,844391.0,0
Jake Gyllenhaal,685892.0,1
Albert Dupontel,692283.0,1
Mathieu Kassovitz,1128188.0,0
Cate Blanchett,1298132.0,0
Amy Adams,756591.0,1
Danny DeVito,861486.0,0
Casey Affleck,933787.0,0
Melissa McCarthy,636423.0,1
Pierre Richard,1233933.0,0
Jessica Alba,594956.0,1
Mike Myers,849060.0,0
Justin Timberlake,497985.0,1
Béatrice Dalle,177059.0,1
Emily Blunt,648342.0,1
Colin Firth,729197.0,1
Anne Heche,392062.0,1
Julianne Moore,577795.0,1
Elsa Zylberstein,352459.0,1
Gael Garcia Bernal,195117.0,1
Bérénice Bejo,439699.0,1
John Cusack,489897.0,1
Vince Vaughn,524166.0,1
Heather Graham,526155.0,1
Béatrice Dalle,177059.0,1
Karin Viard,684440.0,1
Charlotte Gainsbourg,601736.0,1
Patrick Swayze,693813.0,1
Rose Byrne,874493.0,0
Steve Carell,382115.0,1
Nicole Garcia,625202.0,1
Mélanie Laurent,737378.0,1
Gaspard Ulliel,686245.0,1
Diane Lane,580745.0,1
Elodie Bouchez,480544.0,1
Niels Arestrup,559184.0,1
Alan Rickman,2368829.0,2
Josh Hartnett,756547.0,1
Marlon Brando,1329311.0,0
Al Pacino,598263.0,1
Diane Keaton,583909.0,1
Yolande Moreau,869413.0,0
Jean-Marc Barr,538378.0,1
Denis Podalydès,489932.0,1
Isabelle Huppert,444111.0,1
Fabrice Luchini,783947.0,1
Andie MacDowell,591118.0,1
Charles Berling,324520.0,1
Michel Serrault,1105357.0,0
Harrison Ford,1550190.0,0
Scarlett Johansson,1254402.0,0
Willem Dafoe,812428.0,1
Greg Kinnear,257394.0,1
Oliver Gourmet,462258.0,1
Kristen Stewart,1013591.0,0
Sylvie Testud,453379.0,1
François Berléand,718144.0,1
Virginie Efira,546961.0,1
Sam Worthington,1822292.0,2
Charles Berling,324520.0,1
Charlotte Gainsbourg,601736.0,1
Yves Montand,2401248.0,2
Philippe Torreton,360439.0,1
Virginie Efira,546961.0,1
Tahar Rahim,520372.0,1
Ben Affleck,764532.0,1
Elle Fanning,617697.0,1
Manu Payet,812396.0,1
Tahar Rahim,520372.0,1
Jérémy Renier,391891.0,1
Jean-Marc Barr,538378.0,1
Ramzy Bedia,961013.0,0
Marina Foïs,775638.0,1
Paul Giamatti,537639.0,1
Jesse Eisenberg,792849.0,1
James Franco,813821.0,1
Seth Rogen,231913.0,1
Isabelle Huppert,444111.0,1
Melvil Poupaud,388416.0,1
Léa Seydoux,875598.0,0
Kristen Stewart,1013591.0,0
Chris Tucker,1761562.0,2
Vin Diesel,1382126.0,0
Steve Martin,179143.0,1
Michael Youn,928795.0,0
Elodie Bouchez,480544.0,1
Vincent Macaigne,200313.0,1
Vanessa Paradis,590762.0,1
Danny DeVito,861486.0,0
Matthew Broderick,363568.0,1
Reese Witherspoon,232971.0,1
Jonathan Rhys Meyers,387057.0,1
Robert Pattinson,1913382.0,2
Emmanuelle Béart,665732.0,1
Tim Robbins,476231.0,1
Michael Caine,620222.0,1
Jude Law,746466.0,1
Ramzy Bedia,961013.0,0
Elodie Bouchez,480544.0,1
Franck Gastambide,955729.0,0
Sigourney Weaver,1349798.0,0
Ashley Judd,424981.0,1
Thierry Lhermitte,983587.0,0
Charles Berling,324520.0,1
Claude Brasseur,1158423.0,0
Jennifer Garner,867874.0,0
Jonah Hill,519499.0,1
Edward Norton,668174.0,1
Ben Stiller,639733.0,1
Judi Dench,1242217.0,0
Gerard Butler,497458.0,1
Isabelle Huppert,444111.0,1
Sean William Scott,678771.0,1
Sandrine Bonnaire,474840.0,1
Paul Giamatti,537639.0,1
Gwyneth Paltrow,1178753.0,0
Paul Giamatti,537639.0,1
Marina Foïs,775638.0,1
Jean-Marc Barr,538378.0,1
Elodie Bouchez,480544.0,1
Romain Duris,659140.0,1
Bernard Giraudeau,1142120.0,0
Philippe Noiret,917390.0,0
Gael Garcia Bernal,195117.0,1
Jean Rochefort,915380.0,0
Leïla Bekhti,630885.0,1
Karim Leklou,261790.0,1
Clovis Cornillac,812260.0,1
Jacques Gamblin,531381.0,1
Toni Collette,623989.0,1
Billy Bob Thornton,402003.0,1
Toni Collette,623989.0,1
Tim Allen,175467.0,1
Kate Hudson,181372.0,1
Heath Ledger,695948.0,1
Charles Berling,324520.0,1
Miou-Miou,1116193.0,0
Jean Rochefort,915380.0,0
Guillaume Canet,868224.0,0
Willem Dafoe,812428.0,1
Penelope Cruz,555782.0,1
Harvey Keitel,415409.0,1
Mel Gibson,1222652.0,0
Sean Penn,327128.0,1
Willem Dafoe,812428.0,1
Charlotte Rampling,592872.0,1
Isabelle Carré,448247.0,1
Alan Rickman,2368829.0,2
Sigourney Weaver,1349798.0,0
Tim Allen,175467.0,1
Sam Rockwell,408805.0,1
Vanessa Paradis,590762.0,1
Matt Damon,1033919.0,0
Sean William Scott,678771.0,1
Chris Rock,492374.0,1
Morgan Freeman,1025955.0,0
Robin Wright,666646.0,1
Jean-Hugues Anglade,647571.0,1
Isabelle Carré,448247.0,1
Sergi Lopez,262656.0,1
Miou-Miou,1116193.0,0
Elie Semoun,1189006.0,0
Edward Norton,668174.0,1
Al Pacino,598263.0,1
Mel Gibson,1222652.0,0
Glenn Close,948225.0,0
Gael Garcia Bernal,195117.0,1
Bill Murray,647588.0,1
Marion Cotillard,1384256.0,0
Simon Pegg,842401.0,1
Cillian Murphy,1146354.0,0
Jean-Hugues Anglade,647571.0,1
Jennifer Aniston,398030.0,1
Paul Rudd,912182.0,0
Ray Liotta,296794.0,1
Guy Pearce,762495.0,1
Emily Watson,322618.0,1
Agnès Jaoui,665349.0,1
Jeremy Renner,1512114.0,0
Adam Driver,1402233.0,0
Isabelle Carré,448247.0,1
Lorant Deutsch,583503.0,1
Jérémy Renier,391891.0,1
Jean-Marc Barr,538378.0,1
Ralph Fiennes,1840748.0,2
Liam Neeson,806132.0,1
François Cluzet,936250.0,0
Charlotte Rampling,592872.0,1
Emmanuelle Béart,665732.0,1
Ramzy Bedia,961013.0,0
Mathieu Amalric,468160.0,1
Jon Voight,1023670.0,0
Sigourney Weaver,1349798.0,0
Shia LaBeouf,860922.0,0
Mira Sorvino,202226.0,1
Elsa Zylberstein,352459.0,1
Pierre Arditi,528709.0,1
Daniel Auteuil,1006810.0,0
Ellen Page,1086331.0,0
Eric Bana,519486.0,1
Ryan Gosling,843454.0,1
Emilie Dequenne,399313.0,1
Josh Brolin,980209.0,0
Johnny Depp,1284078.0,0
Steve Buscemi,379073.0,1
John Cusack,489897.0,1
Matt Dillon,446956.0,1
Vince Vaughn,524166.0,1
Jennifer Connelly,731433.0,1
Kevin James,392248.0,1
Winona Ryder,580454.0,1
- Queen Latifah,315273.0,1
Channing Tatum,602867.0,1
Vince Vaughn,524166.0,1
Paul Giamatti,537639.0,1
Kevin Spacey,639966.0,1
Rachel Weisz,500260.0,1
Philippe Torreton,360439.0,1
Chris Pine,489195.0,1
Christopher Walken,506535.0,1
Naomi Watts,473915.0,1
Béatrice Dalle,177059.0,1
Steve Carell,382115.0,1
Bryan Cranston,715346.0,1
Laurence Fishburne,1005574.0,0
François Berléand,718144.0,1
Isabelle Huppert,444111.0,1
Mélanie Laurent,737378.0,1
Oliver Gourmet,462258.0,1
Gaspard Ulliel,686245.0,1
Antonio Banderas,650155.0,1
Annette Bening,548003.0,1
Samuel L. Jackson,1248160.0,0
Benedict Cumberbatch,1605997.0,2
Frédéric Diefenthal,1476968.0,0
Reda Kateb,402472.0,1
Frédéric Diefenthal,1476968.0,0
Penelope Cruz,555782.0,1
Shia LaBeouf,860922.0,0
Mads Mikkelsen,1076825.0,0
Mathieu Amalric,468160.0,1
Michel Piccoli,954409.0,0
Léa Seydoux,875598.0,0
Roschdy Zem,464103.0,1
Clive Owen,636984.0,1
Benoît Magimel,593227.0,1
Kevin Spacey,639966.0,1
André Dussollier,799227.0,1
Isabelle Carré,448247.0,1
Ludivine Sagnier,722404.0,1
Virginie Ledoyen,537066.0,1
Woody Harrelson,856816.0,0
Kate Hudson,181372.0,1
Helen Mirren,579047.0,1
Yolande Moreau,869413.0,0
Virginie Ledoyen,537066.0,1
Diane Lane,580745.0,1
Vincent Macaigne,200313.0,1
Melvil Poupaud,388416.0,1
Robert De Niro,704796.0,1
Rene Russo,1330754.0,0
Helen Mirren,579047.0,1
Paul Giamatti,537639.0,1
James McAvoy,1168856.0,0
Marion Cotillard,1384256.0,0
Benoît Poelvoorde,839930.0,1
Emmanuelle Béart,665732.0,1
Béatrice Dalle,177059.0,1
Patrick Bruel,1044151.0,0
Vincent Elbaz,647227.0,1
Louise Bourgoin,501330.0,1
Paul Rudd,912182.0,0
Jason Segel,224009.0,1
Gael Garcia Bernal,195117.0,1
Karim Leklou,261790.0,1
Robert Downey Jr,1143031.0,0
Jared Leto,751362.0,1
Ben Stiller,639733.0,1
Pierre Richard,1233933.0,0
Clémence Poésy,1584167.0,2
Forest Whitaker,681539.0,1
Julie Depardieu,521295.0,1
Karim Leklou,261790.0,1
Viggo Mortensen,860544.0,0
Jacques Gamblin,531381.0,1
Virginie Efira,546961.0,1
Benoît Poelvoorde,839930.0,1
Marion Cotillard,1384256.0,0
Victoria Abril,808710.0,1
José Garcia,1089952.0,0
Kevin Bacon,609898.0,1
Laurent Lafitte,1030443.0,0
Chris Rock,492374.0,1
Bill Murray,647588.0,1
Mark Ruffalo,1113523.0,0
Matthew Broderick,363568.0,1
Marlon Wayans,762024.0,1
Tom Hardy,1110186.0,0
Béatrice Dalle,177059.0,1
Rebel Wilson,358169.0,1
Dakota Fanning,1011257.0,0
- Queen Latifah,315273.0,1
Simon Pegg,842401.0,1
Géraldine Nakache,773623.0,1
Vince Vaughn,524166.0,1
Luke Wilson,318892.0,1
Elie Semoun,1189006.0,0
Sean William Scott,678771.0,1
James Franco,813821.0,1
Natalie Portman,1348049.0,0
François Cluzet,936250.0,0
Bernard Giraudeau,1142120.0,0
- Madonna,713576.0,1
Eva Green,1335768.0,0
Sean Penn,327128.0,1
Kristin Scott Thomas,744904.0,1
Drew Barrymore,753467.0,1
Clovis Cornillac,812260.0,1
Jean Marais,2558944.0,2
Michel Serrault,1105357.0,0
James Franco,813821.0,1
Julie Depardieu,521295.0,1
Charlotte Rampling,592872.0,1
André Dussollier,799227.0,1
Sylvester Stallone,1184352.0,0
Rebel Wilson,358169.0,1
Jennifer Aniston,398030.0,1
Vin Diesel,1382126.0,0
Ludivine Sagnier,722404.0,1
Dennis Quaid,349308.0,1
Rene Russo,1330754.0,0
Oliver Gourmet,462258.0,1
Sergi Lopez,262656.0,1
Sam Rockwell,408805.0,1
Diane Kruger,700049.0,1
Willem Dafoe,812428.0,1
Cécile De France,644071.0,1
Vincent Elbaz,647227.0,1
Gael Garcia Bernal,195117.0,1
Glenn Close,948225.0,0
Michael Fassbender,816691.0,1
Maggie Gyllenhaal,446486.0,1
François Civil,1063617.0,0
Isabelle Huppert,444111.0,1
Sam Rockwell,408805.0,1
Hilary Swank,414409.0,1
Minnie Driver,429424.0,1
Maggie Gyllenhaal,446486.0,1
Sabine Azéma,829894.0,1
François Berléand,718144.0,1
Jérémy Renier,391891.0,1
- Madonna,713576.0,1
Laure Calamy,374240.0,1
Vincent Macaigne,200313.0,1
Keanu Reeves,878836.0,0
Kevin Hart,706823.0,1
Ice Cube,269849.0,1
Laurence Fishburne,1005574.0,0
Jean-Hugues Anglade,647571.0,1
Benoît Magimel,593227.0,1
Vincent Cassel,940708.0,0
Simon Pegg,842401.0,1
Tom Cruise,1742496.0,2
Helena Bonham Carter,1875890.0,2
Michael Douglas,1018055.0,0
Catherine Deneuve,804295.0,1
Nick Nolte,368545.0,1
Charlotte Rampling,592872.0,1
Geoffrey Rush,1255056.0,0
Sam Neill,847100.0,0
Philippe Torreton,360439.0,1
Martin Lawrence,581671.0,1
Russell Crowe,745619.0,1
Salma Hayek,414951.0,1
Sandrine Bonnaire,474840.0,1
Sergi Lopez,262656.0,1
Jean-Marc Barr,538378.0,1
Sergi Lopez,262656.0,1
Kenneth Branagh,1144969.0,0
Robin Wright,666646.0,1
Forest Whitaker,681539.0,1
Philip Seymour Hoffman,633872.0,1
Tim Robbins,476231.0,1
Robert Downey Jr,1143031.0,0
Susan Sarandon,309901.0,1
Charlton Heston,1739324.0,2
Jude Law,746466.0,1
Gérard Depardieu,1310040.0,0
Willem Dafoe,812428.0,1
Philip Seymour Hoffman,633872.0,1
Niels Arestrup,559184.0,1
Oliver Gourmet,462258.0,1
Joaquin Phoenix,776836.0,1
Mathieu Amalric,468160.0,1
Emmanuelle Devos,250375.0,1
Zabou Breitman,575630.0,1
Adèle Exarchopoulos,638867.0,1
Oliver Gourmet,462258.0,1
Miou-Miou,1116193.0,0
Julianne Moore,577795.0,1
Amy Adams,756591.0,1
Emilie Dequenne,399313.0,1
Charlotte Rampling,592872.0,1
Geoffrey Rush,1255056.0,0
Clémence Poésy,1584167.0,2
Gaspard Ulliel,686245.0,1
Colin Firth,729197.0,1
Helen Hunt,770377.0,1
Matthew Broderick,363568.0,1
Tim Robbins,476231.0,1
Jennifer Connelly,731433.0,1
Cillian Murphy,1146354.0,0
Mélanie Laurent,737378.0,1
Elodie Bouchez,480544.0,1
Jacques Gamblin,531381.0,1
Liev Schreiber,599554.0,1
Jim Carrey,1069940.0,0
Géraldine Nakache,773623.0,1
Woody Harrelson,856816.0,0
Steve Buscemi,379073.0,1
Anne Heche,392062.0,1
Ice Cube,269849.0,1
Sigourney Weaver,1349798.0,0
Robin Wright,666646.0,1
Mathieu Amalric,468160.0,1
Fanny Ardant,536818.0,1
Nathalie Baye,738247.0,1
Ewan McGregor,841258.0,1
Vincent Macaigne,200313.0,1
Jack Black,747587.0,1
Amy Adams,756591.0,1
Jason Segel,224009.0,1
Ben Stiller,639733.0,1
Tim Robbins,476231.0,1
Susan Sarandon,309901.0,1
Winona Ryder,580454.0,1
Meryl Streep,724168.0,1
